train_loss,validation_loss
1.5720556509052241,1.596683109248126
1.5751889548556157,1.5945946397604767
1.572786415397706,1.5949715414532908
1.5731240246799318,1.5973614421155717
1.5774381442855516,1.5973786143241104
1.575075875094761,1.597454712346748
1.5738573646877316,1.5957901025259937
1.5752263942478428,1.5954407999912898
1.5753992715733787,1.5970722806674462
1.5797655578279164,1.5957711388667424
1.574764953688513,1.5974346222700897
1.5756205213180552,1.5949677372420277
1.5732031743930277,1.596795188607993
1.5713987690666713,1.5992231015805844
1.5725403883064428,1.5972315188911226
1.5734261989316918,1.5996978409864284
1.5734621025016855,1.5972860411361411
1.572372537616234,1.5971954084104962
1.5716612269872856,1.5969541608183473
1.5726793729235566,1.5972218783917251
1.5749777230475175,1.5988611656206626
1.5759667635240577,1.596291634219664
